	Heart	Liver	Ovary	Testis	lung	Adrenal	Gallbladder	Pancreas	Kidney	esophagus	colon	Rectum	urinary_bladder	prostate	placenta
AASDHPPT	42.73	14.38	78.57	70.91	7.97	27.31	31.06	23.69	35.22	0	14.71	36.62	20.52	29.23	34.96
ANKFY1	7.94	42.75	81.73	82.07	48.84	81.8	30.29	48.4	17.99	8.06	65.58	53.05	48.59	55.39	29.22
SGCB	195.36	0	75.43	72.95	16.39	0	63.9	16.25	0	29.75	83.24	82.87	79.14	48.11	0
C6orf136	42.71	0	0	0	0	0	0	0	23.47	9.64	0	0	0	0	0
DNAJB5	4.34	0	0	19.95	0	6.24	21.3	0	0	0	53.8	13.39	46.89	42.76	0
UBE2H	16.45	16.61	36.29	37.79	0	106.43	0	0	40.66	33.39	38.22	0	17.77	10.13	75.69
S100B	31.71	0	0	0	106.44	45.6	0	0	0	96.58	98.26	122.28	34.26	97.62	0
EMC2	14.63	29.54	37.66	56.02	57.29	63.11	47.85	97.31	36.17	0	45.33	30.08	10.53	48.04	107.72
APPL1	42.64	34.45	155.25	142.08	67.99	27.6	52.31	184.39	13.18	30.3	135.44	85.51	99.04	128.65	31.4
FKBP4	42.62	307.92	419.58	531.14	66.03	348.91	85.8	278.09	149.97	166.43	279.38	242.75	247.93	290.7	132.79
DHFR	0	15.99	8.73	63.68	0	0	0	0	0	0	12.27	0	0	0	14.58
CKAP5	5.27	9.89	121.32	106.45	3.79	0	7.39	17.54	3.72	9.18	12.84	12.78	21.16	23.19	20.8
TMX3	42.57	0	54.19	37.62	49.46	28.25	10.71	16.34	0	6.65	30.44	10.1	28.3	24.19	30.14
MRPS21	31.62	31.94	34.89	0	26.54	90.96	0	26.3	0	0	73.49	48.78	17.08	19.47	0
PNPT1	65.21	37.92	34.88	115.79	19.9	88.1	19.39	82.16	9.77	0	39.8	30.48	14.94	34.07	14.55
CPA1	0	0	0	0	0	0	23.57	3835.07	0	0	5.58	16.67	0	0	0
TAF15	5.49	36.06	66.67	88.37	4.61	59.26	4.49	50.25	0	0	25.54	42.37	20.77	37.21	40.46
AIP	13.54	13.67	144.39	176.29	37.87	51.92	88.57	97.57	55.79	36.65	62.93	76.57	73.13	116.71	24.92
PLS3	93.55	508.69	328.14	228.74	450.89	175.92	188.31	299.19	388.47	409.12	200.68	166.49	150.29	194.95	105.98
ATP6V0C	0	32.7	107.17	136.41	18.12	15.52	0	0	0	0	33.45	0	34.98	39.88	0
OPA3	42.47	77.2	37.48	39.04	28.51	24.43	0	28.25	21	0	26.32	13.1	27.53	10.46	0
STX8	6.31	19.12	34.82	43.52	95.35	18.16	41.3	31.49	31.22	12.82	9.78	29.21	20.46	31.09	23.24
TMEM47	42.47	0	0	0	0	0	0	0	0	0	13.16	0	0	0	0
EIF4G2	14.93	50.27	161.09	135.36	16.71	40.57	24.42	60.71	4.1	13.48	51.42	51.19	55.57	49.04	45.82
SRP19	21.03	84.94	81.19	108.71	35.29	136.07	34.39	192.33	51.99	21.35	81.44	64.86	45.43	64.73	58.06
ABCD3	18	281.8	27.31	72.4	56.65	45.31	7.36	11.23	63.99	0	31.38	27.77	4.86	11.08	33.14
OAT	0	81.28	108.1	152.79	11.75	231.5	17.17	34.92	190.36	35.53	54.22	53.98	11.34	77.57	12.88
CPB1	10.76	3.62	0	0	0	0	29.32	2462.9	4.43	0	0	44.25	0	4.42	6.6
HSPB8	0	0	0	9.03	26.39	0	77.15	52.3	0	95.78	304.52	230.41	110.41	183.95	28.95
KIAA0196	11.38	35.77	58.61	46.5	42.46	81.85	6.21	35.76	17.2	7.7	21.56	17.56	17.76	32.71	27.94
LAMTOR2	0	0	83.23	101.13	211.04	180.83	20.57	188.21	31.09	0	136.37	96.98	67.92	123.87	46.3
COPS6	42.27	33.2	191.72	248.23	110.36	141.84	61.45	54.68	81.29	66.76	116.43	65.2	101.48	133.03	121.05
SNRPD3	0	123.26	552.08	588.97	163.88	122.87	439.17	304.48	90.54	74.35	208.01	338.88	171.41	195.39	67.41
SH3BGRL3	211.54	115.03	0	0	464.29	117.01	771.8	541.25	301.76	363.45	327.74	677.69	87.89	260.5	299.56
SCFD1	42.24	68.72	212.29	213	55.14	121.49	30.7	210.75	23.21	42.88	109.07	65.15	50.7	112.7	90.72
RPS2	103.03	520.21	574.28	535.78	309.43	358.71	159.63	568.13	207.81	55.05	403.25	401.46	281.17	307.16	698.75
DHRS7	70.96	156.75	127.21	193.62	178.64	369.91	101.55	265.52	191.89	72.04	219.87	116.29	33.54	344.06	40.82
DCTN4	42.19	13.11	107.41	149.15	38.13	46.67	47.77	53.97	24.07	0	45.25	40.05	87.65	63.94	17.92
S100A8	0	1646.4	172.94	90.05	1262.89	270.53	948.63	391.06	445.74	2450.94	850.05	991.37	914.48	1100.34	202.01
MYZAP	0	0	0	0	15.78	0	5.12	0	0	0	14.56	4.83	585.61	246.95	5.77
TIMM50	0	64.9	80.35	113.21	50.33	98.58	14.01	35.62	37.08	78.29	73.01	39.65	55.54	58.03	94.64
C2orf47	0	68.52	17.27	35.98	8.76	52.54	0	34.72	96.78	42.39	24.26	24.15	0	12.85	28.82
NRP1	31.29	16.63	59.96	39.74	33.17	30.79	32.32	46.56	4.07	3.34	15.31	15.24	17.79	16.22	9.1
MURC	0	0	0	0	0	0	0	0	0	49.39	0	0	0	0	0
MRPS26	42.09	14.17	38.7	48.36	23.55	20.18	0	35	34.69	0	10.87	0	0	25.92	38.74
LRRC59	9.73	383.03	134.11	156.43	163.22	349.65	39.76	460.96	96.18	78.99	113.01	90	52.53	143.71	662.42
NDUFS1	0	386.36	235.8	260.3	150.66	313.52	178.28	312.8	623.59	177.94	317.9	276.93	212.42	289.52	200.67
GLTP	0	0	7.86	8.18	23.91	81.93	0	47.38	88.04	144.6	22.07	54.92	30.77	35.08	52.44
SMC1A	2.37	33.53	159.61	177.12	53.74	51.16	27.15	134.11	7.33	2.41	56.95	85.97	25.62	74.47	50.21
GLS	13.87	2.33	40.81	37.19	46.57	86.45	45.38	73.06	403.04	0	50.15	46.36	24.98	34.17	8.51
EEFSEC	23.41	84.05	60.26	53.79	0	44.88	17.02	56.23	6.43	0	36.27	44.13	28.1	41.64	9.58
GAPDHS	41.98	7.71	109.48	236.8	0	0	0	19.04	0	23.25	23.65	23.55	20.62	14.1	14.05
USP10	3.9	23.62	43.01	49.27	6.54	22.43	6.38	48.63	7.23	15.83	21.14	12.03	14.74	12	35.88
SYNJ2BP	0	226.15	164.7	183.78	71.59	92.01	87.2	159.61	65.92	0	181.73	115.14	115.2	170.71	58.89
ADD1	41.96	33.9	263.87	291.68	190.15	87.5	140.69	174.47	111.53	89.46	110.52	203.88	81.6	136.93	61.8
RBBP7	17.76	10.76	121.47	146.91	41.73	199.21	0	0	17.56	36.06	126.57	142.44	65.23	113.72	39.23
SNRPA1	41.84	90.54	237.4	212.89	130.42	103.15	19.55	149.11	59.12	12.14	111.13	73.76	71.03	154.57	209.07
TLN2	0	5.05	137.98	109.93	28.34	66.55	42.96	48.88	3.09	13.97	68.79	53.05	54.04	52.36	1.15
MT-ATP8	0	42.92	70.34	170.92	0	183.38	0	212.07	157.64	0	197.56	229.47	45.92	130.86	0
GALE	0	340.53	58.74	56.07	67.02	70.19	21.77	36.89	148.1	81.08	103.11	75.28	33.55	38.25	57.17
C1orf50	0	0	34.26	0	0	0	0	0	9.6	0	0	0	25.16	9.56	0
RAB4A	41.78	42.2	53.78	104.01	23.38	60.09	0	46.33	43.05	14.14	64.74	96.67	22.57	60.03	25.64
PLD3	3.1	65.85	82.21	49.94	78.17	160.74	40.62	82.62	19.19	0	38.48	23.95	20.12	15.29	28.58
C11orf68	12.42	25.08	95.9	135.54	41.68	44.65	40.62	72.28	23.03	63.04	125.06	47.89	67.08	91.75	34.29
STAT3	0	260.99	182.98	170.62	142.43	97.07	160.87	137.92	61.99	82.24	116.53	92.22	143.76	166.25	31.95
VPS4B	3.45	13.92	57.01	79.16	23.13	9.91	22.54	80.21	21.3	27.98	101.41	63.77	81.88	67.88	44.39
CD109	8.4	0	10.43	6.03	49.37	3.02	1.72	8.74	0	29.86	45.57	27.55	34.04	25.87	0
EIF2B4	8.85	56.62	22.79	64.42	9.91	21.22	4.83	73.62	3.65	5.99	18.29	13.66	6.38	29.07	5.43
TOMM20	41.69	21.05	0	23.95	34.98	0	0	17.33	12.88	0	16.15	0	0	12.83	0
YBX3	0	12.84	102.83	180.11	28.44	12.19	27.72	267.75	5.24	68.82	13.13	45.75	32.04	31.3	85.79
GNL1	4.95	17.49	147.37	147.79	8.3	53.36	28.32	57.6	3.06	10.05	15.33	26.71	13.36	30.46	22.77
TMEM205	0	671.61	274.03	276.18	511.03	748.99	144.15	493.05	237.74	195.24	136.55	185.39	155.81	157.87	59
DNM2	41.57	55.97	162.42	191.04	133.72	141.98	62.32	144.03	51.39	45.72	193.21	195.03	63.62	145.04	73.34
TIMM8A	46.33	124.77	0	0	25.92	0	25.26	25.68	0	0	23.93	95.29	0	38.04	0
SEPT9	41.55	107.53	461.29	471.45	183.07	231.56	246.36	211.64	99.53	36.91	498.93	496.73	471.34	406.16	215.14
TMX4	0	17.61	115.46	85.17	43.91	188.13	0	29.01	26.95	35.42	60.8	6.73	14.13	26.85	24.08
STT3A	18.98	274.77	160.56	128.43	208.86	197.16	65.54	238.52	52.15	29.98	58.82	130.13	34.18	51.95	100.95
PHKG1	41.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGD	0	384.11	521.88	425.99	209.22	147.09	271.83	228.58	256.85	636.03	232.75	221.86	179.55	184.99	276.55
SSR1	10.54	101.1	34.88	42.38	79.59	113.66	8.62	113.92	13.03	74.89	65.31	24.38	17.08	32.44	213.4
TMEM167A	105.37	0	23.25	48.42	176.84	151.53	34.47	175.23	104.21	85.58	65.3	32.5	45.53	51.9	77.59
LYZ	0	145.21	113.31	188.81	499.91	177.25	319.17	187.9	279.35	125.13	509.21	301.01	199.72	240.31	37.82
PDZD11	0	0	11.62	24.2	0	15.14	0	17.51	52.07	21.38	48.94	32.48	22.75	64.83	38.77
HBG1	0	658.9	58.05	60.45	1430.66	211.88	137.69	157.51	715.55	1217.99	309.78	470.74	318.32	311.02	50679.61
GSTZ1	14.03	481.74	54.18	64.48	11.77	141.24	0	11.67	78.05	14.24	32.61	32.46	0	51.83	103.31
CPB2	0	7.08	11.61	32.24	5.89	20.18	34.42	11.67	13.01	14.24	27.17	5.41	15.16	21.6	19.37
PSMB8	11.19	237.34	129.64	205.73	347.49	112.66	109.82	158.2	242.12	170.43	225.41	215.78	108.81	179.16	154.52
GYPC	0	0	135.68	42.39	0	0	20.11	40.91	0	0	19.05	18.97	79.71	45.43	22.64
COQ7	0	28.26	77.19	56.27	46.97	40.25	0	34.91	43.25	28.41	54.2	32.37	37.79	25.85	0
GRPEL1	0	219.01	146.64	152.72	117.41	593.58	102.98	104.71	345.95	127.84	130.06	118.7	98.25	146.45	103.03
COMTD1	41.27	17.86	0	20.32	9.9	42.39	9.64	39.22	58.31	11.97	27.4	18.19	0	0	21.71
RAD50	1.1	14.49	119.33	123	25.93	53.97	46.93	102.79	2.73	0	18.81	61.29	16.69	63.88	34.54
FAF2	9.68	32.6	138.87	255.88	48.76	64.98	21.12	107.36	11.97	0	40.01	49.79	31.38	67.57	29.71
SDCBP	15.71	5.29	40.43	54.13	43.93	7.53	51.37	43.53	116.5	10.63	32.44	64.6	45.24	32.23	77.1
AHNAK2	0	1.11	2.43	1.27	2.77	1.19	10.36	8.7	0	27.41	62.73	44.61	53.56	37.31	0
SELM	0	0	69.26	48.09	0	0	34.23	69.61	0	42.49	97.27	16.14	146.95	154.63	38.53
DNAJB6	0	4.75	83.08	75.71	7.9	13.54	7.7	54.79	5.82	0	21.88	7.26	15.25	17.39	0
SMS	41.16	33.25	263.36	226.98	6.91	100.62	26.93	68.45	96.68	8.36	82.9	69.83	111.16	192.6	45.46
XRCC1	0	7.41	56.64	75.84	0	0	8	28.46	3.02	0	3.79	11.31	2.64	21.07	4.5
ENOPH1	41.09	29.64	123.05	107.92	49.26	118.19	28.8	68.34	101.61	143.04	81.86	36.22	63.42	101.21	108.07
CLIC5	0	0	4.03	4.2	300.38	5.25	5.97	6.07	49.67	0	33.95	22.54	7.89	9	60.51
PPP1R14A	10.18	10.28	112.25	93.52	17.08	58.53	49.92	33.84	12.58	0	94.59	62.78	153.89	50.12	0
GFM1	0	86.31	38.16	74.81	6.83	70.23	19.97	67.68	35.22	4.13	28.37	18.83	13.19	27.56	33.71
PRPF4	0	26.41	76.94	103.5	24.39	29.25	9.51	48.33	3.59	5.9	36.02	22.41	9.42	25.05	16.05
ANG	41.05	10.36	192.48	141.5	34.45	191.87	134.28	85.34	25.38	0	206.71	110.81	110.87	164.3	0
ACYP2	0	92.38	16.82	17.52	230.31	197.34	274.3	25.36	18.85	61.92	47.24	47.04	164.71	168.98	0
SMYD2	41.02	0	0	7.85	0	0	0	5.69	0	0	5.3	0	0	0	0
MLTK	40.99	1.88	24.67	12.84	0	0	3.05	3.1	0	18.92	20.21	20.12	64.41	22.95	3.43
LYRM4	0	47.83	104.51	145.12	26.5	181.64	0	26.26	0	0	24.46	0	34.11	38.88	0
DAP	0	0	0	17.48	0	0	49.76	328.9	0	0	23.57	93.86	0	74.93	84.02
RIT1	33.77	6.82	14.9	38.8	22.67	9.71	0	11.23	8.35	0	10.47	10.42	7.3	8.32	0
COL1A1	0	149.38	203.65	279.5	1099.74	249.64	1725.45	794.93	197.98	1154.23	500.01	831.55	1364.2	421.51	405.08
MRI1	8.68	35.05	33.5	44.86	0	43.67	7.1	28.86	21.45	8.81	53.77	40.15	42.18	64.11	23.96
SNRPE	62.88	206.39	208.13	72.25	184.7	67.83	102.85	26.15	97.18	0	219.21	121.25	67.93	135.52	28.94
CHMP5	20.74	55.85	99.14	190.61	23.2	9.94	56.53	91.97	34.18	14.04	107.1	63.98	67.21	136.2	25.45
TMED1	6.74	47.63	141.25	170.33	67.86	125.98	22.04	156.89	33.32	0	62.64	10.39	21.84	49.79	148.86
DSC2	40.78	1.72	5.62	5.86	11.41	2.44	2.78	39.56	4.2	207.01	34.22	36.69	11.01	35.57	21.9
CTSG	35.34	309.3	227.43	230.09	939.13	42.35	876.63	293.87	36.41	251.15	857.8	1444.54	413.59	558.5	54.21
COX6A2	345.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC19	40.77	41.17	44.98	46.84	22.81	136.8	22.23	45.2	16.8	0	21.05	20.96	14.68	16.73	0
SPCS2	40.76	404.75	314.77	312.2	307.84	195.39	155.55	655.27	100.78	82.76	242.07	324.83	110.08	217.5	387.68
PSMC3	0	195.22	190.42	301.42	115.87	139	112.92	361.68	110.96	161.21	213.93	159.74	171.54	221.05	190.64
SUGT1	12.42	71.08	205.55	171.25	41.69	113.13	60.94	137.71	35.83	42.03	147.54	140.5	138.65	137.66	91.46
HDHD1	26.91	13.59	96.48	139.12	33.87	29.02	22	22.38	16.63	0	31.27	41.5	21.8	16.57	24.77
NONO	40.72	249.86	487.19	629.72	289.11	207.19	204.89	625.04	81.31	89.03	228.06	314.01	179.32	254.55	172.97
THUMPD1	0	34.9	176.35	193.58	0	105.62	0	143.7	16.02	8.77	33.47	39.98	32.67	117.04	31.81
GPD1	40.69	794.44	0	5.19	83.47	312.09	280.99	278.21	1682.41	523.27	91.06	90.66	43.96	89.08	0
PRKAG1	40.68	205.4	99.73	88.28	83.45	130	44.35	82.69	178.81	82.6	98.04	55.77	43.94	83.49	116.49
ARL2	40.68	8.22	125.65	177.59	68.27	163.79	79.83	81.18	110.63	0	50.42	12.55	52.73	120.22	59.91
RPL38	0	1481.92	615.65	403.69	589.71	564.73	439.44	1512.41	459.93	209.83	544.36	828.88	580.52	356.32	76.1
ITGA2	0	0	10.14	7.55	37.48	77.46	17.19	21.85	14.62	0	24.42	20.26	8.51	30.74	2.42
APOC3	0	0	17.27	17.98	236.42	45.02	25.6	26.03	96.75	127.12	0	72.43	67.63	96.37	115.25
FAM3C	0	111.2	151.85	189.77	92.41	69.28	11.26	377.7	8.51	0	74.64	138	44.61	127.12	139.36
FBLN5	40.62	17.09	321.14	353.89	528.33	34.07	819.32	399.68	25.11	164.95	73.42	88.76	186.49	158.39	6.23
EIF4E	40.61	82.01	134.4	202.17	56.79	97.33	110.69	247.62	33.47	54.97	199.22	93.95	80.42	108.34	112.13
DDX6	40.58	50.43	189.39	261.79	83.82	53.86	35.73	145.35	30.87	50.7	101.55	81.85	77.55	73.03	68.95
SET	40.57	153.66	279.77	238.91	229.83	299.05	149.31	337.4	181.84	113.28	212.16	250.34	136.98	224.84	560.21
NADK2	13.74	916.05	128.88	138.17	11.53	93.88	61.82	114.29	59.47	6.98	58.56	37.1	118.78	63.47	50.6
PAIP1	28.56	41.66	63.02	65.63	10.65	4.56	0	15.83	3.92	6.44	29.5	9.79	41.14	23.45	5.84
PARP1	40.55	94.04	351.29	350.31	141.17	131.76	73.7	352.21	9.28	21.35	153.59	194.61	73.02	151.67	110.6
CSNK2A2	8.24	37.46	145.5	142.05	69.17	59.27	53.92	41.12	25.48	25.1	63.85	57.21	48.97	45.68	182.09
GADD45GIP1	0	20.27	44.29	15.38	0	0	0	77.9	0	0	10.37	82.57	7.23	0	0
HSPA4	0	172.74	601.9	587.52	135.99	264.12	144.3	260.52	86.81	87.75	231.54	272.18	178.95	314.86	145.85
RPS12	0	378.15	451.84	282.33	314.24	185.11	248.8	544.91	130.2	403.93	235.69	433.19	290.75	273.79	215.42
SERPINF2	40.47	37.72	137.36	150.21	141.06	35.81	178.18	25.88	61.57	63.2	144.68	81.62	117.69	95.83	51.57
ICAM1	32.31	169.08	38.89	43.87	675.4	38.02	81.67	97.7	65.36	29.82	27.3	36.25	25.39	28.94	10.81
IGLC7	135.24	136.58	49.73	69.06	252.21	367.38	516.12	299.9	334.4	335.64	419.07	231.79	194.8	222.06	276.63
GNPDA2	27.32	0	168.79	200.89	45.85	31.43	26.81	63.61	27.02	0	160.85	84.28	135.76	148.03	0
GGCT	40.43	155.13	133.79	148.63	135.7	197.66	290.91	336.15	319.85	279.08	150.32	199.53	157.22	219.04	282.79
SYNGR2	0	62.22	37.76	62.93	149.37	49.23	22.39	148.01	33.85	55.6	116.67	126.72	36.98	84.3	75.62
CPT1A	40.36	283.39	95.42	77.29	100	149.26	28.29	76.72	154.45	0	175.7	124.52	39.45	97.04	28.31
SEH1L	4.28	25.96	113.43	137.81	28.76	30.8	35.03	85.49	58.26	17.4	46.46	59.47	32.39	58.03	31.54
PAPSS1	0	2.42	21.16	35.82	16.1	0	3.92	67.79	0	4.87	11.15	25.89	5.18	20.67	8.83
BCKDK	40.3	51.8	48.5	33.68	18.45	73.76	11.98	42.65	31.71	7.44	22.71	0	19.79	22.56	6.74
LMNB1	33.25	351.28	217.27	290.92	583.81	114.02	435.05	795.43	98.02	161	424	643.06	93.94	277.17	419.05
VMA21	14.96	60.43	115.53	206.25	150.65	0	24.47	174.15	0	30.38	46.35	23.07	32.32	55.27	0
MYD88	0	20.65	50.75	52.85	0	7.35	0	59.5	0	0	63.35	7.88	49.69	125.88	0
CA3	40.23	301.77	38.04	79.23	665.49	247.92	1297	38.23	99.46	7409.43	0	8.86	142.78	353.83	0
MGST2	0	608.87	180.38	211.34	120.06	176.35	183.85	169.95	88.43	124.5	63.33	157.63	99.36	176.18	150.5
UBQLN1	5.43	35.67	32.97	34.34	13.68	19.54	0	81.33	10.08	11.03	50.51	20.95	58.7	33.46	20.01
BCS1L	0	75.78	43.36	53.37	0	82.22	0	35.66	48.59	0	27.68	11.02	15.44	13.2	19.73
GLRX5	0	82.52	33.81	46.94	68.58	44.07	33.41	0	113.65	62.22	79.13	63.02	0	62.89	94.02
PEX11B	11.95	0	184.54	164.73	240.64	111.69	68.4	39.74	118.17	12.13	101.81	46.07	32.27	51.5	76.98
SLC25A10	0	756.69	59.9	93.57	18.23	85.89	8.88	27.09	469.88	44.1	75.71	25.13	17.6	40.12	19.99
TUBA4A	0	182.1	33.78	39.09	34.26	78.28	44.51	164.09	298.63	338.5	52.71	57.73	286.68	75.41	12.53
HSP90AB3P	0	271.13	216.66	162.8	254.51	2309.46	235.81	20.67	304.26	312.96	181.02	141.87	16.11	150	45.76
PPME1	40.14	12.16	194.85	267.48	20.21	86.59	45.95	66.76	29.77	16.3	55.97	37.15	60.71	123.57	0
CSDE1	40.13	57.89	130.71	180.03	25.66	74.2	71.88	108.05	9.45	7.76	106.58	100.22	101.15	117.66	49.25
CAB39	0	43.02	122.2	107.68	157.3	79.65	20.9	42.51	94.8	173.01	99.01	32.86	92.05	62.95	141.17
TXNDC5	39.23	338.52	173.11	180.28	359.12	276.94	262.46	260.95	189.57	188.27	309.4	374.04	69.34	158.09	387.33
PSMA8	0	0	45.98	41.04	0	0	0	69.31	0	0	0	0	32.16	0	32.88
PNKP	0	15.03	36.11	58.12	4.99	25.68	19.47	24.75	3.68	0	18.44	18.36	6.43	18.32	5.48
TFRC	40.03	18.19	105.98	80.48	164.59	385.66	58.92	6.66	29.69	65.02	71.31	46.3	12.97	27.11	1521.56
HLA-DPA1	0	29.19	12.76	26.57	339.59	91.45	18.91	0	35.73	0	35.83	8.92	6.25	21.36	0
CDS2	102.4	70.05	193.15	151.81	77.62	166.27	113.46	60.43	4.08	20.12	51.18	96.81	82.08	109.83	30.41
XRN2	0	20.54	55.22	48.53	21	42.74	12.79	28.62	0	9.53	21.81	12.06	10.14	15.41	14.4
CHMP3	13.55	20.52	52.31	77.83	22.74	19.48	77.56	22.53	0	0	73.47	41.8	51.23	41.71	0
ARL15	0	0	32.77	17.06	0	10.68	0	24.7	9.18	0	23.01	11.45	0	9.14	54.67
PPP1R12B	0	0	10.18	12.37	2.58	0	42.77	15.35	1.9	12.5	52.44	40.34	29.92	60.62	2.83
HNRNPUL2	39.92	80.62	319.26	311.85	127.29	212.39	159.94	245.62	32.08	32.42	228.81	261.67	97.02	162.21	135.94
SIGMAR1	0	177.48	96.94	46.6	22.69	145.81	22.11	11.24	0	68.63	20.94	10.43	29.21	49.94	136.88
MRPS9	33.35	18.71	28.62	51.09	6.22	53.29	0	43.14	36.65	7.52	11.48	11.43	8.01	4.56	27.29
EMC1	15.2	39.9	50.3	41.91	43.36	54.64	32.31	63.19	11.27	15.43	28.26	46.88	14.78	48.66	86.73
AGRN	39.88	29.22	38.82	47.61	316.26	22.49	60.1	141.74	144.99	11.11	44.82	69.95	21.96	60.66	4.32
SAA4	0	46.53	279.55	211.73	309.29	132.51	75.35	38.31	71.19	23.39	231.98	71.06	99.54	141.83	0
MACF1	2.63	25.99	52.98	61.22	89.09	38.17	14.58	26.62	9.77	2.06	22.92	9.38	15.76	23.7	16.04
SRRT	6.75	47.71	147.05	184.16	48.14	70.37	13.8	95.41	0	0	23.53	49.45	18.23	60.26	43.49
OLFML1	3.7	11.2	946.08	738.95	316.39	42.53	495.73	202.86	22.85	322.73	183.26	393.4	347.4	386.9	6.8
TATDN1	50.55	40.84	83.65	104.54	8.48	29.08	33.07	126.1	25	20.53	109.64	62.37	43.69	62.25	18.61
UBE3A	6.75	17.04	57.69	60.08	0	33.96	8.28	33.67	2.09	0	20.91	23.42	20.05	33.24	3.11
NUDT2	0	10.19	66.81	81.17	33.88	29.03	33.01	134.28	49.91	20.49	78.18	46.7	32.71	49.71	55.74
MRPL46	37.5	32.46	35.46	43.09	26.97	77.04	0	44.55	52.98	0	66.4	41.32	11.57	19.79	0
RBM39	14.3	75.1	107.29	157.75	19.2	16.45	32.75	133.2	10.61	17.42	48.75	44.12	15.45	45.79	36.86
AIMP1	39.55	154.78	250.91	374.92	107.88	149.32	64.69	337.13	140.59	60.24	252.79	175.41	101.48	194.83	200.24
HLA-B	75.56	97.51	171.36	135.05	570.71	187.15	233.44	97.74	134.94	25.57	292.68	291.39	113.38	201.61	69.55
C1QC	39.54	139.76	130.87	189.29	364.99	246.4	668.24	153.44	187.38	227.48	234.83	243.96	291.88	202.88	157.71
GIMAP1	39.54	29.94	65.43	68.14	174.18	21.32	129.32	106.85	24.44	10.03	61.25	91.47	53.39	60.86	18.2
MATR3	39.49	132.33	477.26	453.72	277.17	278.79	93.95	265.69	37.73	47.38	127.93	174.43	108.59	196.73	145.4
TBRG4	55.23	41.22	13.24	16.55	4.03	65.61	3.93	7.99	41.56	4.88	18.6	11.11	2.59	2.96	0
CD74	10.14	30.71	33.55	23.29	297.69	43.73	16.58	50.57	81.45	10.29	117.77	93.8	32.85	37.44	0
VTA1	15.04	50.63	99.56	92.16	33.66	36.05	24.6	66.7	30.99	10.18	46.6	38.67	37.91	49.39	46.15
HIST1H1D	0	38.37	67.07	69.85	38.26	21.86	12.43	606.66	18.79	15.43	58.87	234.44	287.34	65.51	1133.2
GLIPR2	39.46	49.81	152.36	204.01	314.58	127.68	225.87	196.87	36.59	20.03	519.64	562.99	341.02	510.21	72.64
HPGD	11.72	266.37	0	0	19.68	0	9.59	0	36.23	11.9	90.81	108.5	322.94	230.98	453.21
LANCL2	6.68	30.36	114.23	99.77	11.21	62.44	16.39	27.77	49.55	0	67.27	46.37	43.3	57.58	18.45
VPS18	1.54	9.34	40.81	35.42	38.81	44.34	12.61	15.38	13.34	12.52	16.72	19.02	11.66	24.68	14.19
DDX18	0	63.69	77.03	62.11	15.12	29.15	3.68	52.44	8.35	0	6.98	6.95	7.3	11.1	4.15
PPP2R4	0	109.66	327.14	292.71	70.1	96.1	27.32	125.03	103.27	50.88	71.18	96.63	157.91	113.15	69.2
SLC25A1	84.89	847.22	203.84	200.81	251.44	236.99	73.51	182.71	321.03	162.24	154.74	169.46	140.26	184.48	248.21
SPINK1	0	0	0	0	0	0	0	99.62	0	0	0	30.8	0	0	0
SRPR	9.73	186.73	67.1	72.68	12.25	80.48	7.96	307.52	0	4.94	11.31	15.01	7.89	29.96	0
AP2S1	19.96	211.66	187.19	137.61	67	86.12	97.94	66.39	98.71	20.27	154.63	138.55	86.26	86.03	73.49
IGFBP7	23.32	0	57.89	87.09	68.5	41.93	390.99	145.46	122.54	0	36.13	17.99	37.79	107.7	118.07
CTSS	4.53	86.92	14.99	10.41	106.44	71.66	155.58	105.47	128.8	0	182.47	279.48	14.68	50.2	25.02
NUP54	6.13	24.75	101.41	109.13	30.85	35.25	35.08	81.53	7.58	18.66	14.24	18.9	26.48	49.05	28.2
ST13	0	273.9	680.05	552.41	68.97	791.91	241.96	273.37	238.78	100.13	356.54	380.32	332.95	349.17	121.04
UBL5	99.36	80.27	197.32	205.49	33.35	142.89	130.01	198.3	73.7	0	338.68	153.26	300.55	244.72	36.58
APOC2	30.1	30.4	0	0	126.32	0	0	0	18.61	122.26	0	23.22	16.26	18.54	0
GOLIM4	8.3	54.47	27.46	28.6	48.74	20.88	23.75	6.9	2.56	0	44.99	44.8	6.72	10.22	7.64
ZNF428	8.29	0	0	28.58	0	131.19	0	13.79	0	16.84	0	0	8.96	0	0
UBXN6	6.83	10.34	94.16	86.29	34.38	39.28	39.08	68.13	16.88	13.86	52.89	42.13	77.45	58.85	6.28
RPS9	0	698.53	564.04	483.74	391.18	400.06	356.6	900.28	548.4	152.66	314.51	452.28	324.89	314.79	996.54
TRADD	0	25.04	43.77	51.28	24.97	7.13	16.22	24.74	6.13	20.14	30.74	30.6	53.58	67.18	0
DYNLT3	39.01	26.26	57.38	89.64	65.47	168.3	106.34	43.25	16.08	0	80.59	140.4	126.43	96.08	71.81
DDX39B	0	203.07	608.15	537.75	308.4	259.27	209.8	184.51	240.02	281.59	290.06	283.43	97.38	268.97	140.41
LRRC20	24.85	8.36	0	19.03	0	0	0	27.55	0	84.08	0	0	0	30.6	0
CORO6	19.32	0	0	0	0	0	0	0	0	0	0	0	10.43	7.93	0
