Protein	Description	Gene	H13_1	H13_2	H16_1	H16_2	H19_1	H19_2	H22_1	H22_2	H25_1	H25_2	H28_1	H28_2	H31_1	H31_2	H34_1	H34_2	H37_1	H37_2
A0A024R4Z1	HCG2042749, isoform CRA_b	hCG_2042749	38028.8046875	27064.345703125	44285.09375	29272.966796875	35674.69921875	28503.416015625	21474.044921875	27337.36328125	31796.494140625	26076.37109375	33786.5625	14972.64453125	28526.078125	17422.185546875	27631.556640625	22997.6875	25811.68359375	44013.47265625
A0A024R4Z3	Family with sequence similarity 111, member A, isoform CRA_a	FAM111A	14765.22265625	9177.1181640625	10250.0107421875	17120.6875	11841.05078125	13170.474609375	13292.0927734375	11254.08203125	10510.5283203125	12944.640625	10238.8955078125	8995.890625	18915.6796875	8336.5126953125	9347.240234375	8432.70703125	5852.2744140625	13101.744140625
A0A024R4Z6	FACT complex subunit SSRP1	SSRP1	222663.75	184621.5	241119.125	202061.640625	232586.203125	224425.015625	206957.40625	227342.390625	226326.328125	225748.265625	175221.6875	173796.90625	165476.34375	153066.671875	179085.4375	133982.125	137197.875	123991.875
A0A024R509	Arylsulfatase A, isoform CRA_a	ARSA	36320.546875	49041.78515625	24231.5390625	26748.263671875	29977.8671875	32914.26171875	30565.552734375	30842.837890625	30275.083984375	24998.025390625	34469.65234375	35077.7890625	46314.1796875	39929.9609375	49378.74609375	40284.453125	62699.27734375	65125.83984375
A0A024R525	Ferritin	FTH1	50536.21875	43908.203125	32201.55078125	48446.3671875	34772.41015625	51445.96484375	47800.58203125	46885.5546875	48133.203125	47424.890625	32926.75390625	34573.6875	51313.58203125	71750.890625	52240.96484375	31180.66796875	39458.41796875	26386.357421875
A0A024R529	Dihydroxyacetone kinase 2 homolog (Yeast), isoform CRA_a	DAK	94984.265625	11674.1845703125	12117.783203125	26765.41015625	9340.7109375	16269.25390625	89578.9375	80198.453125	85614.984375	77069.734375	66194.8359375	14733.6298828125	49344.5703125	98088.15625	58581.3984375	41705.1953125	40857.1875	18241.671875
A0A024R534	Metastasis associated 1 family, member 2, isoform CRA_a	MTA2	57214.41796875	40609.0703125	45692.35546875	51866.6796875	46992.265625	49907.9765625	58647.1640625	59061.97265625	52654.296875	43033.67578125	27932.810546875	28619.060546875	39173.3359375	47597.8828125	29013.859375	27910.869140625	20591.53515625	23171.734375
A0A024R539	Uncharacterized protein	LOC51035	43637.8984375	39779.859375	40282.8046875	45999.875	42587.75	54259.66796875	49330.19140625	52274.1171875	43996.7734375	42765.15234375	39782.765625	44539.953125	37076.46484375	30880.3984375	30984.625	38746.32421875	29081.01171875	26713.25
A0A024R540	HCG2020143, isoform CRA_d	hCG_2020143	13253.5546875	57413.0234375	10683.052734375	13176.9482421875	54722.6640625	10235.7138671875	40463.12109375	47644.2734375	5263.560546875	16265.5576171875	93690.9609375	0	43215.30078125	18017.23828125	15592.353515625	47980.9140625	14426.4697265625	8239.548828125
A0A024R542	Tankyrase 1 binding protein 1, 182kDa, isoform CRA_a	TNKS1BP1	44446.92578125	47352.6796875	44737.32421875	45599.9375	39463.11328125	41240.76171875	44801.11328125	50059.93359375	40854.37109375	42029.1484375	44520.93359375	42534.08203125	45628.76171875	49897.87890625	41879.60546875	37643.125	30008.685546875	42755.02734375
A0A024R546	Palmitoyltransferase	ZDHHC5	158263.53125	148051.703125	179752.140625	218662.671875	182582.203125	280907.46875	227880.703125	200854.828125	89607.03125	206300.171875	193471.65625	202353.65625	193018.84375	314180.75	22470.3125	185271.890625	207850.828125	28459.359375
A0A024R562	BCL2-antagonist of cell death, isoform CRA_c	BAD	56775.9453125	52196.44921875	66086.9609375	65128.265625	55204.01171875	48878.546875	56925.2890625	72442.421875	61407.92578125	92002.421875	62360.8125	65986.5234375	93427.71875	68793.8671875	128759.953125	95930.9375	92275.9296875	73254.484375
A0A024R563	Protein phosphatase 1, regulatory (Inhibitor) subunit 14B, isoform CRA_a	PPP1R14B	72468.84375	58990.56640625	66759.8125	73290.1875	60715.54296875	70484.765625	78997.3046875	77602.2265625	51635.203125	68029.7265625	65250.32421875	63153.92578125	55912.55078125	56288.27734375	64782.34375	44632.80859375	24575.671875	38316.37890625
A0A024R564	Fatty acid desaturase 3, isoform CRA_a	FADS3	50963.1796875	43050.29296875	51117.375	48581.7265625	44543.29296875	49918.99609375	52288.96484375	53285.18359375	57274.3125	50887.81640625	59449.359375	52396.2578125	57189.82421875	39760.0703125	79307.046875	68418.453125	70808.3671875	89750.9765625
A0A024R565	Uncharacterized protein	HSPC152	50753.984375	44937.09765625	59393.75390625	53108.6875	50910.5859375	56243.50390625	67410.9609375	68324.0625	56718.015625	65795.390625	48919.640625	68027.25	48188.67578125	66616.7578125	52606.46875	47463.359375	40707.87890625	46234.640625
A0A024R566	Splicing factor 1, isoform CRA_a	SF1	135782.15625	150162.125	186385.515625	117443.6953125	132426.921875	107255.8984375	164799.1875	110545.9140625	107303.1484375	110099.4140625	136657.65625	109212.8515625	101624.296875	143671.21875	119230.0859375	123752.2265625	95949.03125	88294.046875
A0A024R576	Zinc finger protein-like 1, isoform CRA_a	ZFPL1	153034.28125	132859.171875	135888.6875	172444.015625	162883.34375	189759.71875	137734.171875	160640.03125	171935.671875	158741.3125	171388.78125	140601.484375	161501.765625	131012.046875	145578.5	119896.25	102499.5234375	95012.84375
A0A024R577	Transmembrane 7 superfamily member 2, isoform CRA_a	TM7SF2	0	4327.0703125	1710.95324707031	0	1977.29992675781	9461.05078125	0	6453.76025390625	0	0	9526.9140625	0	0	25064.955078125	30510.125	0	14219.38671875	22454.0625
A0A024R578	Mitochondrial ribosomal protein L49, isoform CRA_b	MRPL49	71863.6484375	69442.6015625	79347.1015625	76472.4296875	68220.21875	79687.1015625	67669.578125	67797.40625	76580.671875	77173.0859375	76172.6015625	68409.078125	69454.4921875	72999.9609375	97016.1875	74212.4609375	66441.3359375	86647.5078125
A0A024R582	D4, zinc and double PHD fingers family 2, isoform CRA_a	DPF2	30235.697265625	23683.2109375	23375.501953125	16240.8544921875	26356.57421875	26797.578125	21599.208984375	18093.53515625	19523.51171875	22187.6015625	12498.0166015625	12843.9736328125	19352.6953125	20614.65625	21822.9609375	12619.953125	6600.06005859375	9476.265625
A0A024R593	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit	PPP2R5B	0	0	0	0	12463.3857421875	0	0	0	0	0	0	0	0	0	5327.3701171875	12182.2333984375	7855.0634765625	0
A0A024R5A7	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa, isoform CRA_a	TAF6L	35459.6640625	44976.421875	47818.2421875	13027.44140625	5694.76953125	93022.390625	13596.328125	7560.37646484375	8768.06640625	10828.095703125	4897.744140625	0	8145.37451171875	90484.9453125	150462.859375	0	206853.546875	0
A0A024R5B3	AYP1 protein, isoform CRA_b	AYP1	17025.6171875	16766.5078125	16205.060546875	19287.59765625	14457.4453125	22994.828125	25630.5234375	19241.50390625	21021.197265625	19729.015625	0	12018.40625	0	0	0	0	0	0
A0A024R5B6	RCE1 homolog, prenyl protein peptidase (S. cerevisiae), isoform CRA_a	RCE1	26319.619140625	0	0	24144.20703125	24604.365234375	21932.53515625	32623.24609375	24368.189453125	28183.798828125	20669.068359375	31236.119140625	0	0	20862.923828125	40683.515625	0	30022.037109375	25868.138671875
A0A024R5C4	Reticulon	RTN3	167398.6875	254104.46875	237647.5625	162067.328125	196513.53125	189506.3125	236500.125	231588.015625	187791.6875	213606.984375	217763.0625	264965.09375	168069.40625	288950.625	215397.875	199438.34375	243156.21875	311425
A0A024R5C5	Pyruvate carboxylase	PC	23865.06640625	25948.818359375	25792.712890625	25916.765625	25397.03515625	25829.568359375	24746.40234375	26347.4296875	24348.35546875	26784.197265625	25551.7265625	23606.798828125	26212.576171875	21006.580078125	27758.623046875	28474.212890625	31882.646484375	30720.78125
A0A024R5C6	N-acetyltransferase 11, isoform CRA_a	NAT11	13640.4169921875	20041.828125	14630.390625	14724.068359375	12218.728515625	20265.314453125	19264.21875	18973.978515625	24192.435546875	11620.1923828125	11342.2841796875	31358.7265625	20632.4765625	23720.8046875	17776.345703125	16194.763671875	15900.21875	21011.5
A0A024R5D2	Multiple endocrine neoplasia I, isoform CRA_a	MEN1	21486.263671875	26203.599609375	20603.796875	15903.798828125	22756.859375	26468.138671875	19446.322265625	21646.537109375	19400.353515625	24346.96875	1971.49731445313	0	19006.85546875	21977.658203125	0	3679.80102539063	0	0
A0A024R5D7	Polymerase (DNA-directed), delta 4, isoform CRA_a	POLD4	16065.5	11418.6328125	20057.171875	19394.1953125	17492.2578125	14283.5361328125	19898.271484375	19070.458984375	17442.12109375	15610.1298828125	13737.576171875	16275.5361328125	10947.40625	14797.8984375	0	0	0	0
A0A024R5D8	Aldehyde dehydrogenase	ALDH3B1	37855.53125	46303.08203125	38586.12109375	33383.46875	35529.5234375	42379.515625	25377.52734375	37501.15234375	29571.083984375	35597.43359375	53349.578125	36878.1640625	39184.98828125	38211.8671875	61115.08203125	59673.5625	45925.703125	59892.765625
A0A024R5E5	V-type proton ATPase subunit a	TCIRG1	144250.609375	143482.3125	151535.015625	132861.328125	144929.953125	141966.703125	128368.5390625	138499.46875	140032.40625	125228.5078125	143206.46875	149267.78125	165524.96875	136031.390625	199617.296875	201555.28125	228370.90625	201995.46875
A0A024R5E6	Mitogen-activated protein kinase kinase kinase	MAP3K11	329995.4375	265201.3125	472130.5625	315110.09375	302866.84375	377644.25	351161.1875	371803.6875	255020.96875	298484.21875	291865.96875	373835.375	176587.25	105947.4609375	194005.75	200647.796875	184825.046875	110968.6171875
A0A024R5F0	MAS-related GPR, member F, isoform CRA_a	MRGPRF	104219.890625	127370.296875	96675.703125	100953.59375	81244.4609375	99398.875	156264.53125	96063.28125	86643.0234375	90452.6953125	116227.6484375	76147.6796875	103296.84375	111784.7265625	119036.234375	146481.390625	122099.0859375	202371.453125
A0A024R5F4	Carnitine palmitoyltransferase 1A (Liver), isoform CRA_a	CPT1A	93942.0390625	87991.84375	101046.3125	99273.203125	101274.6171875	85038.9453125	90683.2734375	81274.359375	81995.0703125	95862.890625	93514.2421875	97744.1875	106332.1796875	82946.7578125	105034.5703125	102491.765625	111008.765625	96818.2578125
A0A024R5F7	7-dehydrocholesterol reductase isoform 1	DHCR7	303533.8125	311049.46875	304346	356622.375	367543.5	361937.4375	361280.28125	369825.40625	386355	367701.65625	407455.96875	401472.03125	447917.75	505278.53125	574583	400295.71875	329232.125	336546.46875
A0A024R5F9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6, isoform CRA_a	B3GNT6	23597.015625	18151.546875	24532.2890625	19261.2265625	28230.966796875	28299.541015625	27997.802734375	25107.2109375	25701.044921875	24016.775390625	21387.81640625	28481.3828125	22470.44140625	22045.875	25436.814453125	18356.158203125	22314.830078125	25409.990234375
A0A024R5G1	EGF-containing fibulin-like extracellular matrix protein 2, isoform CRA_a	EFEMP2	14257.70703125	7804.6884765625	0	9151.10546875	20275.705078125	12981.353515625	17759.923828125	14611.1416015625	14538.216796875	14488.8916015625	14384.947265625	17996.08203125	21567.474609375	24298.583984375	19286.0234375	16913.87890625	24076.404296875	22823.060546875
A0A024R5G9	Cathepsin F, isoform CRA_a	CTSF	115659.28125	208193.546875	11398.66796875	5260.4228515625	16901.02734375	5852.3056640625	4089.56103515625	181473.875	10015.25	5619.08740234375	5055.09716796875	17867.7265625	7102.5048828125	135739.53125	4973.46484375	7227.9560546875	6182.080078125	74468.390625
A0A024R5H0	Barrier to autointegration factor 1, isoform CRA_a	BANF1	1100764.125	1183465.75	1278892.75	1390775.25	1393629.875	1277358.25	1118593.625	1081663.5	1035426.125	1100522.875	1003523.6875	941912.6875	1118991.125	794424.9375	1066427.5	1054847.375	1088753.375	972310.125
A0A024R5H6	Phosphofurin acidic cluster sorting protein 1, isoform CRA_a	PACS1	47890.546875	52266.2578125	66076.4140625	50567.23828125	59237.765625	51383.81640625	49173.5625	46680.3828125	54247.671875	59630.40625	53762.0234375	58660.73046875	67365.7734375	53843.2109375	63854.4140625	68785.796875	66782.03125	61638.859375
A0A024R5H8	RAB6A, member RAS oncogene family, isoform CRA_b	RAB6A	1755612.375	1728618.625	1758017.5	1849820.5	1928857	1770345.875	2054915.375	1868124.75	1906546.875	1899740.875	1937639.875	2058151.875	1885449.625	2007863.75	1966018.5	1854935.625	2062710	1802241.625
A0A024R5I7	Phosphatidylinositol transfer protein, membrane-associated 1, isoform CRA_a	PITPNM1	7279.3994140625	7053.97705078125	8691.25	0	6171.66015625	6675.779296875	8343.798828125	9255.9189453125	0	7721.48974609375	7507.3251953125	7972.958984375	6943.94921875	16156.458984375	11137.08203125	8693.21484375	13222.572265625	11491.111328125
A0A024R5J4	Slingshot homolog 3 (Drosophila), isoform CRA_f	SSH3	11994.0927734375	13271.166015625	15279.2939453125	12851.3828125	17842.0703125	12162.322265625	11957.421875	15230.6240234375	15706.638671875	13719.9384765625	17992.986328125	18397.544921875	19271.294921875	18964.833984375	23649.439453125	22752.58984375	19406.828125	26022.658203125
A0A024R5J6	Coiled-coil-helix-coiled-coil-helix domain containing 8, isoform CRA_a	CHCHD8	6409.5888671875	12267.318359375	13789.7939453125	9058.8447265625	16103.78125	10123.4873046875	10771.5126953125	11790.314453125	12898.0263671875	13729.0634765625	14598.681640625	16322.962890625	5777.583984375	10629.716796875	15450.6171875	9813.7666015625	10255.7255859375	9537.5283203125
A0A024R5J7	Leucine rich repeat containing 32, isoform CRA_a	LRRC32	10591.041015625	15933.7333984375	7001.0615234375	7772.8056640625	0	8418.716796875	5361.6826171875	3471.41040039063	8305.2138671875	0	7812.3349609375	2929.8603515625	6069.197265625	0	9171.5087890625	8281.7861328125	8111.41455078125	11215.7060546875
A0A024R5J8	Leucine rich repeat containing 54, isoform CRA_a	LRRC54	5061.21484375	0	0	0	11291.421875	0	3396.38305664063	0	6636.6416015625	0	0	6315.83349609375	9069.0537109375	0	0	0	0	0
A0A024R5K1	Coronin	CORO1B	110237.2109375	96808.5625	101550.3984375	101407.953125	97541.2734375	96868.1875	109621.375	114079.5859375	118183.3203125	99594.9921875	106250.140625	95391.6171875	110102.4453125	106571.5625	113435.703125	119545.828125	106098.828125	119892.984375
A0A024R5K5	Alpha-1,3-glucosyltransferase	ALG8	32800.70703125	31169.8515625	54913.6640625	37566.02734375	35058.86328125	38744.80078125	45112.92578125	40228.9453125	43907.8125	42137.65625	53581.54296875	41403.328125	44229.6015625	42292.29296875	63739.13671875	43456.62890625	40228.48828125	46619.14453125
A0A024R5K6	NADH dehydrogenase [ubiquinone] 1 subunit C2	NDUFC2	249981.25	261120.515625	292974.5	199746.84375	258216.078125	228051.1875	187845.171875	158830.90625	171048.078125	125035.984375	175928.328125	126273.046875	132545.34375	88861.1953125	175105.0625	164927.421875	173292.15625	128766.734375
A0A024R5K8	Serpin peptidase inhibitor, clade H (Heat shock protein 47), member 1, (Collagen binding protein 1), isoform CRA_a	SERPINH1	4003854.75	4197446.5	4653754	3956503.75	4246522	3799603	2654042.75	3359127.25	3711731	3579786.75	4394820	3368904.75	5311103	3337988.75	4339050.5	5276134.5	5096086	4374518.5
A0A024R5L0	Prolylcarboxypeptidase (Angiotensinase C), isoform CRA_a	PRCP	18465.453125	26241.53125	33585.23046875	20288.390625	21288.85546875	55183.4296875	44532.1640625	77019.8515625	25997.03515625	31121.234375	28187.001953125	21772.16796875	50600.15234375	29725.03125	63213.3359375	94481.078125	81668.09375	71313.1015625
A0A024R5M8	Polymerase (DNA-directed), delta 3, accessory subunit, isoform CRA_a	POLD3	16986.4453125	8563.318359375	0	19533.501953125	16356.8330078125	18113.15234375	0	20478.740234375	12275.3916015625	24367.173828125	14957.900390625	0	21417.103515625	0	0	0	0	0
A0A024R5M9	Nuclear mitotic apparatus protein 1, isoform CRA_a	NUMA1	59002.53515625	62070.5703125	45706.41015625	59313.63671875	47537.39453125	54796.96875	67631.546875	67018.6640625	54876.33984375	60121.3125	54340.02734375	39654.3984375	48311.59765625	65234.3203125	42298.8984375	33615.42578125	38083.08984375	39748.36328125
A0A024R5N9	Synaptotagmin-like 2, isoform CRA_b	SYTL2	10337.54296875	12708.4658203125	9245.1337890625	10492.2021484375	5710.82421875	6247.21630859375	7980.37744140625	9423.1728515625	7148.435546875	13986.912109375	8693.5908203125	0	7100.81884765625	12863.81640625	10475.1279296875	11449.7421875	9281.7548828125	11674.353515625
A0A024R5P0	Non-specific serine/threonine protein kinase	PAK1	12674.8203125	11659.1669921875	20691.515625	5968.08203125	0	14753.4345703125	16480.306640625	5108.65966796875	5223.7138671875	0	3653.28955078125	0	0	14235.5771484375	0	0	0	0
A0A024R5P1	Phosphatidylinositol binding clathrin assembly protein, isoform CRA_i	PICALM	149947.71875	163856.515625	187528.71875	144436.53125	170150.90625	140429.328125	115789.484375	140479.859375	144394.53125	158566.203125	141062.296875	127531.8203125	180871.671875	120785.546875	179051.90625	172203.34375	174507.265625	170963.1875
A0A024R5P6	Chromosome 1 open reading frame 121, isoform CRA_b	C1orf121	29333.71875	25386.279296875	0	18524.28515625	29747.87890625	32990.7109375	54229.0078125	24746.52734375	27572.41015625	32515.830078125	32516.490234375	37890.36328125	29043.6484375	37452.2890625	70318.8828125	61777.84375	38410.51171875	65244.0390625
A0A024R5Q1	HCG2003792, isoform CRA_b	hCG_2003792	25556.412109375	31544.716796875	21849.642578125	23259.8359375	23241.072265625	22633.44140625	28665.85546875	25100.248046875	25879.2421875	24380.76953125	23624.998046875	21254.708984375	18112.20703125	30458.6796875	17826.29296875	20457.716796875	21212.19921875	19305.7890625
A0A024R5Q7	Adenylosuccinate synthetase isozyme 2	ADSS	70897.875	65696.765625	90863.546875	87736.640625	68829.9453125	68669.9375	68240.8203125	72757.1015625	80848.3125	67316.1015625	65104.77734375	65426.2421875	83491.359375	70204.75	72562.6640625	75417.3125	72030.890625	63375.2265625
